doc_id	text	is_hate
9179	Homosexuals ca n't undo the fight against White Genocide , only hypocrites can , I 'd rather have openly homosexual men on our side than closet fags or sexual deviants who skulk about pretending to be something they 're not .	1
9818	There is a young maid as well and they are about to be married under a sacred tree .... that is what the Oak and fire in the background are about .	0
9350	I remember in grade 8 doing a project on that , and I got punished by the teacher because `` only blacks were slaves '' She was an idiot !	0
1311	I want people to be shocked about `` minority '' takeover , and to react by building community with whites where they were chicken to , before , and to have white kids .	0
5471	I heard the feds got him because he ate a chocolate bar and they charged him with racist eating. lol Now im sure he is ok atleast I hope so I look forward to his reading his wisdom as often as he posts it .	0
97	Robbie is funny and I have no problems with him .	0
4410	I have no idea .	0
6086	I hear some great radio ads for National Vanguard , but only during the American Dissident Voices shows .	0
2355	Their lies are so thick and many that people do n't see the truth when it is in front of them !	1
2491	They fought for their country and what they believed in .	0
3593	The first two being the one that starts with ; `` When the discussion of race comes up , this one makes tempers flare like no other. * If a White person says they 're against interracial marriage , then that 's racist. * If a person of color says they 're against interracial marriage , then that 's protecting their culture and heritage . '' ?	0
127	HUNGARY IN WW2 : FOR THE JUSTICE !!!	0
6885	I do care about arab christians You are not the only one who is feeling lost i know it sucks to be a non muslim in the middle east. would you like to move to east asia with me ?	0
778	They should be executed forthwith and publically .	0
4419	she is a snake in the grass do not accept the poisonous advice this snake has to offer .	0
5288	Bunch of phonies .	0
3632	Protesting Catholic guilt mongering and intellectual deprivation is as worthy of mentioning as the protesting of institutionalized and indoctrinated White guilt from the Jewlords across the Apelantic .	1
5702	Your videos are excellent and you 're one of the most enlightened Whites in our struggle .	0
10313	I find it funny that blacks find their own women disgusting , but i find it even more disgusting that because of this they go after white women , and are usually successful , its good to see a white girl tell one off .	1
2951	Hopefully they will get deportation orders and be on the next flight back to Cairo .	1
3187	did anyone go to this last night ?	0
10390	Everytime I hear the word `` Yugo '' I think of that scene in Dragnet , where Sergeant Joe Friday says `` the department furnished us with a 1985 Yugo , the cutting edge of serbo-croatian technology !! ''	0
1112	I 'm not saying `` do n't go out of your house and do n't talk to anyone '' but it 's really important to stay grounded with a group who are n't part of the mass. It 's much easier to remain independent and avoid being caught under the stampede if you have a reminder that you are n't the only person who 's not part of the mass. Uuuugh !	0
371	They are scared of Nationalism between the whites. ( and should be )	0
7724	I only included guns that are in my possession .	0
2846	oh dear isnt that terrible well i suppose they will just have to leave then and go somewhere they are more valued	1
8420	Hmmmm. not a fan of the Hydroshok round .	0
198	Racist attack on tv show south africa BBC - YouTube	0
9129	Little kids all decked out in their costumes .	0
4030	And one of thing I like in football , among football fans many white patriots Right wing ultras RUS - YouTube	0
951	Too bad 98 percent of public school kids are being taught everything BUT the truth .	0
5453	http://www.borderwatch.us/ REPORT TO CAMPO , CALIFORNIA FOR DUTY RIGHT AWAY .	0
2666	THEY ARE NOT ODD !!!!	0
318	Because there are kosher Nationalist and pseudo Conservatives mate that is all there is to it , It 's sad to see Fake Nationalist parties defame an actual Nationalist revolution .	0
6015	And that small group , properly radicalized , is the target audience of our propaganda efforts and shall be the nucleus of the new order of the ages	0
9759	I hear the jews are looking to open a Holohoax center in Antarctica next year .	1
2328	Great pictures and commentary .	0
8882	Besides who would even bother to help them ?	1
3652	I agree with everything you said mate , But the thing is with EU immigration we dont have any say in the matter because we have open borders .	0
9119	Communism is no laughing matter and should n't be impersonated for intentional ' rebelliousness ' .	0
6081	It was kind of disturbing .	0
4253	I 'm surprised that on national television they let to be broadcast such a politically incorrect video .	0
2974	A feel a mix of intense hate and depression that we have let things degenerate so far .	0
1758	Hell they fry it in lard and eat it with rice .	0
10806	Those of you listening to the new edition of the My Awakening Audio Book -- How do you like it so far ?	0
2324	Where can I find NS speeches and music , also historical , in mp3 format for free download on the net .	0
1835	I want to know where did Celtic Nation found this picture : Just two girls looks to be portuguese .	0
3737	LK	0
6328	Of course White race tend to be the smartest race and many of your nonwhites are either just too stupid to acknowledge that or just want to make use of your nonwhite stupidity to cause more misery to us who wish to seek the truth .	1
4436	Another regional administration was capture - Vinnytsya. ?????????? ?????????? ???????	0
90	Like the `` white '' -African ( what the hell is her name ) ..	0
10794	I guess it makes sense for them , but they will eventually have to decide whether Jesus was Black or Christianity is false : from their perspective both ca n't be true .	0
6396	I mean whites are offsprings of Homo sapien & Neanderthal hybrids .	0
8411	Just my opinion .	0
1754	I have seen a picture of a non-White Soviet Soldier in Berlin after the fall .	0
2484	It will shed light on their true nature .	0
10404	Yet if the thugs had of actually robbed the store and injured or killed your friend , it would not be classified as a hate crime would it ?	0
7080	Rouse - The Redpilled Blues - YouTube Rouse - Not Our Own - YouTube Pale White Skin - Hey There Europa - YouTube Sir Antiblack - A Race War - YouTube Amazon ( ( ( Echoes ) ) ) - YouTube	0
10863	So please Zuma be a good little kaffir and take their land	1
5427	Agreed.	0
4068	When I started learning about Hitler in school and I was possessed with trying to find out if I was Aryan .	0
9104	I hope to compete myself .	0
3990	How about sticking the word hate on the police report and get the sentence quadrupled ?	0
7619	At least people in the US have guns to defend themselves .	0
150	I did feel for the white teachers and especially the white kids who went to the schools .	0
8175	Kettledrummer Elo Sambo Prussian Life Guard Hussars	0
342	Absolutely.	0
3394	Use PM to get in touch .	0
10006	Only thing now is they have to go get their skin dyed .	0
184	It 's why they do n't take real ones seriously .	0
3813	ANY poster on here that does not accept White Genocide is our NUMBER ONE priority is either delusional , still partly brain washed or likes to eat Bagels .	0
1641	Is this the Obama Civilian Defense Force under a different name ?	0
1206	Those nogs in France do n't belong there and then they show how unruly they can be .	1
2728	We're letting these creatures flow openly through our air and sea ports and not performing so much as a background test on them .	1
10805	- YouTube	0
784	He was also charged with burglary , larceny and possession of stolen property .	0
10544	im not in history this year. cant really talk about last year cause i forgot most of it by now and what i do remember would be biased cause i didnt join national socialism until coupla months ago , and i dont even know if you could really say i joined. not like u fill out a form or something .	0
3829	Like is here the USA	0
6767	No .	0
5785	You have to have your extreme papers to move here .	0
4421	North Irish militants forcing police from their homes Police in Northern Ireland are being forced to flee their homes by nationalist militants stepping up attacks on a force they consider to be a symbol of British rule , a police official said on Wednesday .	0
4583	At least she goes to church now LOL	0
4200	...for a giant zoo toy erected on the playground of a `` Christian '' school : Freiburg West : Neues Klettergerüst : MIT EINER SPENDE - badische-zeitung.de	0
5756	Maybe it could be used as some sort of gathering spot for WN .	0
10761	What do you all think ?	0
347	com/watch ? v = kBD6Gm6VoDM Then watch 8 min. Obama at AIPAC @ youtube .	0
4569	Indeed.	0
6721	Cutback of US aid to Egypt leaves Israel nervous | Fox News	0
9361	Marie Spartali Stillman .	0
3015	welcome to stormfront first of all , secondly if your political party is only for scotland maybe you should put this in SFGB .	0
7181	God Bless you , Mr. Trump	0
3281	http://www.radioireland.ie/lastword/19112004-17.wmv	0
6750	I do not think anyone looks up to white Negroes , just the black ones and then they become wiggers .	1
760	Just let Shaniqua leave her kids home to burn the house down while she goes to da club .	1
7022	Bit of a different perspective : What was really going on when violence broke out at the varsity rugby match ? [ video ] | The South African	0
3762	These ' people ' are just scum .	1
2988	YouTube - Brussels on 9/11 : For a free Europe , against Islamization	1
8168	The thought of Africans in space is laughable .	1
1207	Send them all to Afreaka And sink the farkin boat !	1
10295	Blue eyed Devils are really good as well .	0
3657	They just say this because it makes it sound better and know that people would be less likely to speak out against this .	0
10480	Just got back from my new job .	0
6936	You must have met me at some point in time .	0
1402	I was really worried about this one because I thought a bunch of groids were going to hop out of the cars signifying the town to get so excited and the women to remove clothing ....	1
5718	For one thing .. she dyed her hair .	0
4464	Especially I think it 's bad when they bring their children with them to the West , cause in many cases they grow up brainwashed with multicultural and degenerate propaganda like the locals .	0
1799	Great news !	0
1594	A former accountant for retailer American Apparel Inc. has filed a wrongful termination suit against the company alleging that he was fired after refusing requests from Chief Executive jew Dov Charney to inflate figures on the company 's balance sheet .	0
3752	The Official Website of the British People 's Party A few unpleasant truths re. the zionist ass lickers of the DUP	1
7060	Lots of companies moving in , many focused on energy sector .	0
7671	It's indeed a conspiracy theory that insists Whites work together to hold Black people down to benefit Whites in some way .	0
8205	No Kaboom .	0
8143	Mr Irving played a fundamental role in my own journey through Holocaust revision and for that he will always have my gratitude .	0
6383	If half White non negro and Jew are Pro White and do n't reproduce then they are ok .	1
1782	Comparing these pictures to pictures with serbs I do n't see much difference between them and albanians , the same Dinaric and Mediterranean subtypes .	0
7136	I'm on the south shore ...	0
5665	Well yes that s the thing there is a difference between being publically a White Nationalist and being a nut or some ' stereotypical skinhead ' .	0
9729	Switching schools is easy .	0
4683	So do I. The small dogs like those maltese and things we call stoep kakkers , because all they are good for is leaving turds on your stoop .	1
7881	They were not as dark as , say , a modern Iraqi .	0
8885	Mexicans ?	0
10284	dont screw your life up because of some stupid little fight by using a weapon .	0
2089	http://www.stltoday.com/stltoday/new ... A ? OpenDocument	0
4008	Hey, just joined today after being a lurker for a couple of months .	0
8402	This wont last , so jump on it .	0
1140	Thieves and liars always think you 're stealing and lying .	0
5216	I 'm more into wolves than lions .	0
1714	She is not white .	0
7749	Now we have `` judeo-christian '' faux mega-churches that play `` christian rock '' .	0
8801	I would love to see a video of Somalis blown apart with a torpedo and see bodies and scrap metal fly hundreds of feet into the air .	1
7626	Surely you 're not suggesting teaching that bunch to shoot !	0
1147	Wow ..	0
2384	We are fighting a war so lets show em Let the slaughter begin ...... : attack	0
1723	3702	0
1614	Honestly the better idea is private schools for our people ; the average parent is a poor teacher .	0
5761	We have a new line of shirts comming out to help keep the funds comming in for the land base .	0
1826	I was recently in Zaporojie , Ukraine , which has a famous Cossack enclave , where I had the opportunity to dine at a Cossack restaurant and listen to traditional Cossack music played live .	0
5332	Longer and unedited recording of the radio show : The Jay Thomas Show : ( Warning : Some Graphic Language ) Tuesday 's Heated Exchange Involving Leith Officials Over Mistreatment Claims by Girlfriend of Kynan Dutton | WDAY | Fargo , ND	0
9327	I agree that this would be amazing !	0
2608	Good night from Europe .	0
10074	Regards , Kyle	0
7267	Will see if she actually reads it and if she likes it .	0
9965	I do n't see it .	0
6294	Bump!	0
6749	The majority of them are as stupid as real Negroes .	1
1398	YouTube	0
3452	Education is the only way to beat this ..	0
6977	I 've found it to be a huge help in my survivalism/prepping work .	0
10127	Perhaps I will search out that damnable disk and come visiting .	0
6581	According to research , we human are all originated from Africa .	0
932	Just shows how thick they actually are one farmer-one bullet they will just end up starving and asking WHITES to feed them	1
4393	I wonder how any times this same video was posted on this thread .	0
9850	Today is exactly 100 years since it was released .	0
10780	Graduated two years ago and still do n't miss it .	0
883	Sub 70 I.Q. I would say for sure .	1
7571	Ha.	0
8049	We have to start somewhere with more than talk .	0
9717	That kid is probably going to get some disease from laying with his face on the floor of a supermarket like that , or some good doer will call he cops and he could get put in a foster home .	0
8483	The guy giving the beating could very possibly be a Hispanic , I would have to see a much clearer video before I 'd give him the honor of calling him White .	0
10159	Readers are encouraged to go to Websites for information on costs and financial aid offered by these excellent schools .	0
545	Yeah, but no one will ever hear of this .	0
5094	Great Avitar , I need one myself .	0
5245	I'm looking for an intelligent White man with a sense of humor between the ages of 21-32 .	0
9793	WE had lots of good times and parties too , but we also had a gourmet chef , tutors , massage thereapist , and a library of extra liturature from teaches such as copies of the upcoming tests , etc ..	0
8828	i honestly dont know what my eye color is ... they look green , but at times grey or dark blue .. sucks i cant determine my actual eye color .	0
6030	I 'll leave a blank line where the phone number goes ; that will allow for locals to write or stamp it in .	0
7121	My french teacher at school found one way to get us boys to concentrate , put a french woman with big boobs in front of us .	0
9625	Q : If Johnny was at his own 10 yard line when he threw the ball and Jimmy was at his 30 yard line when he caught the ball , how many yards did Johnny throw the ball ?	0
1044	I just want to add that no matter what a person 's class or character I will always give a white person the benefit of `` coming right '' before I reject them as `` wiggers '' or `` white trash ''	0
6940	Whites get along with Asians much more than they do with blacks or Hispanics .	0
10607	Thank you for all your support , i have a great list that i am going to look into picking up .	0
6048	Less talk and more activism !	0
7274	Welcome, Always be proud of being white .	0
6157	Western Civilization Month is a mouth full and many of them are too stupid to get it ( or just not paying attention ) .	0
5438	http://www.passportmagazine.com/33/Sitges.php Too bad , because it 's a beautiful landscape and beaches ...	0
8422	Let me see if I can find them for you .	0
79	How much for a single white male to purchase a small plot ?	0
6950	Guns n Roses is not music .	0
4536	How to call someone who agrees for slow doom of him self and his people ??	0
10747	HELLO IF YOU ARE A Racist white that wants to talk to a 13 year old male ( preferiblly female but i really dont care ) PLEASE E-mail me at [ email protected ] , ............... i need new friends !!	0
1180	YouTube - & #x202a ; Kenya - Hacked to death by panga in front of film crew & #x202c ; & rlm ;	0
2300	So you would refuse even other Nordic whites fleeing the brown chaos in the south ?	1
2277	Kanal 5 only shows American garbage shows and reality shows like `` Big Brother '' .	0
6238	can u guys check to make sure ur site work with Linux lots of Linux folks use Konqueror. just a thought	0
5778	TY!	0
7037	Thank you so much for this , one day I hope the next generation is spared from the travesty brought by Public Schools , and private ( Jews can easily fake being Christian ) .	1
3622	All with an ulterior motive , of course ....	0
10140	Wiggers by nature are very much influenced by peer pressure ( that 's why they are wiggers ) so make fun of their attire and mannerisms and say things like `` why do n't you act like a white man for a change '' or `` you are really sad , why are you ashamed of being white ? ''	0
295	They all deserve an ass kicking .	1
10256	There is quite a bit of white kids like me , but the keep it underwraps not to cause any trouble .	0
5947	The next world cup will be the greatest murder and rape fest since Katrina .	1
4405	- YouTube	0
3542	I try and avoid shops owned by.or employing non.whites too .	1
6522	That quote Trotski made proves nothing .	0
7045	HPD immediately responded with a few officers , but were confused as to what they should do about this .	0
10535	Are you seeing a Doctor to get some medication against your high blood pressure ?	0
1320	Absolute Vodka as a company is anti White as they 're a sponsor for RuPaul 's Drag race and a huge advocate for the LGBT community as well as is the first company to ever sponsor a gay party back in the 70 's : Behind the Scenes of Absolut Vodka Cocktail Perfected - YouTube	0
4297	This is really not European news , but everybody should know that after years of Lebanese and other arabs intimmidating white women on Cronulla beach and after the cowardly attack on two white life-savers ( !! ) the Lebanese got theirs yesterday .	1
9612	A : 60 feet Q : Johnny 's team had the football on the 50 yard line .	0
4199	^ ... And I now have a new contender for the top space on my list of traitors to be hung when Europe awakens .	0
7627	Do n't even mention that in jest !	0
40	We have a little piece of legislation called the Prohibition of Foreign Military Assistance Act This prohibits mercs from operating in South Africa. on pain of five years of hell in a kaffer jail .	1
5865	I found this place because I was looking up Kountze ( same county ) .	0
7855	Yes well the BS is on facebook , he felt disgusted by it and wanted out and left .	0
314	The image below is for the First Week of March 2011. freeman in court - judge bows to Sovereign - Canada YouTube - freeman in court - judge bows to Sovereign - Canada	0
517	We need to make sure every white child and adult is fed before we worry about helpless people who have to eat cow crap in order to survive .	1
8557	- YouTube Judge with PDX 1 ammo - YouTube Long barrel : 000 Buck is devestating .	0
620	hmm, wonder if we can get them to jump in the river if we put an ad on TV that there is billions in gold at the bottom of the river ?	0
6866	Im might be a little late on the subject , but i laughed my ass off when i saw the `` Near East '' WTF is that ?!! lol lmao	0
240	Will Obama Declare Martial Law Before 2016 ? : Freedom Outpost	0
9577	all i can say is thank goodness i was n't educated in this country. i fear for our children i really do !	0
8332	Same here .	0
8515	Welcome to SF .	0
2957	Yeah Das Boot was great got it as present for Christmas .	0
618	Always nice to see a negro on the receiving end of a beat down from a white for a change .	1
4316	There is not enough interest on either side for a re-unification to be attempted .	0
7322	Thank God it is n't , everyone on Facebook is obsessed with it so much I began to hate the colour pink .	0
23	https : //www.stormfront.org/forum/show ... te-519823.html	0
585	Japan REACTOR - RODS MELT !	0
5976	Well done guys lets keep sticking it to the system !	0
2524	As far as im concerned as soon as the little half breed is born , it should be tied round her neck and both mother and mulattoe should be flung in the nearest river.Lets see if daddy jumps in to save them !	1
4514	I understand that we are all proud people with very well defined beliefs but fighting amongst each other is really counterproductive .	0
7833	When she goes outside , the subhuman ape thing is usually out there .	1
5374	Do n't matter who you follow or supporter etc it is for white nationalists !	0
30	Does it surprise you that jews promote faggotry ?	1
8816	It 's more appropriate here , and you should get more informed responses .	0
8312	Some so remote , you will hear coyotes , and see the night sky as never before .	0
6746	Miami,( I do n't know how Don can stand living down there ) Hispanic - 279,456 ( 70.0 % ) Black alone - 64,993 ( 16.3 % ) White alone - 47,622 ( 11.9 % ) Asian alone - 3,649 ( 0.9 % ) Two or more races - 2,642 ( 0.7 % ) Other race alone - 676 ( 0.2 % ) American Indian alone - 361 ( 0.09 % ) Native Hawaiian and Other Pacific Islander alone - 58 ( 0.01 % ) Read more : Miami , Florida ( FL ) profile : population , maps , real estate , averages , homes , statistics , relocation , travel , jobs , hospitals , schools , crime , moving , houses , news , sex offenders	1
4052	there's working class and there 's chav. they 're the only ones breeding yet aspire to act like blacks. they needed direction and national service .	0
5713	I 'm going to carefully study it so hopefully I 'll have some decent input to contribute .	0
3048	So if a fellow white man rapes my daughter or kills my brother I should let it go because he is white ?	0
437	Check out this commercial that just aired on tonight 's show : http://www.myblackisbeautiful.com/ And for the record , `` My black is returned to sender ''	0
7512	You find they are worse since they will able to blend more and fool people into thinking they 're genuine .	1
5840	Frakkin ' awesome !	0
2845	Your right the white race will have to fight or go under.For the Irish goverment dont piss down our backs and tell us its raining .	0
3583	- YouTube Heil Hitler !	0
1149	Get the hell out before you people become part of a great dirt !	0
9069	Perfection .	0
6155	That justifies a zero-tolerance policy .	0
7424	It was great to see some new faces come out to one of our recent events and we are looking forward to seeing everyone that has been consistently coming to our weekly meets and those who are going to be coming out for the first time .	0
4580	Well I talk to her because no one else writes here except her and me , you only write here when she says something stupid , if I did n't write to her this place would just die off .	0
9038	I remember a classmate complaining how she hated her jewish neighbors .	0
424	This site is hilarious !	0
747	1/2 messican , 1/2 White babies can often pass for White until they turn six or seven when the golden brown coating covers all .	0
1248	Non-Muslim Michigan High School students wear hijabs in school for class lesson to `` explore religion and identity '' | Pamela Geller , Atlas Shrugs	0
7688	If we got rid of all Asians in the country Canada would be massively white .	0
6901	WOW!	0
5649	Thank you for this update .	0
1338	It's going to get bad when this comes out .	0
6766	Do you post at VNN ?	0
5206	hi, I am a 20 year old female looking for someone to talk to and develope a relationshp .	0
1097	- YouTube Ghetto black lady vs. liquor store - YouTube	0
3411	The easiest solution is to find a nice white girl and have at least two or more white children .	0
3753	Did you know that chef Jamie Oliver , the Essex boy is part black ?	0
5287	I guess they would not want to offend an ape .	1
5816	It looks like White culture , something we have lost down here in Texas .	0
6258	They have updated much of their site and now have many more free faxes to send .	0
3662	I would not even use anything that man says winston churchill is the reason we are in this mess in the first place the bastard should have been shot	0
6751	I agree with your post except if its a white they will say so .	0
8842	Hey, I have a Folkwear pattern for that style of shirt which I 've been meaning to make .	0
8952	But I was Born With blond hair and it turned Brown by the time I turned 9 .	0
8738	Just like Rony Jason ...	0
7959	Taken together , the dark regions suggest to many the shape of a running man .	0
1637	[IMAGE: Melvin Weiss .	0
358	"The bodies of dead goats , geese , sheep , and ducks had also been discovered "" ."	0
438	I can picture the headlines on Detroit is Crap .	0
7063	Thanks for this .	0
5523	The lemmings have become so used to having a different color ribbon for different causes .	0
5429	Nice .	0
5321	Whitefish, Montana - YouTube Gopro Whitefish MT - YouTube Going to Hungry Horse Dam - Montana 2011 - YouTube Blacktail Mt Snow Day - YouTube Endless Skijoring in Swan Valley - YouTube East Glacier , MT to Hungry Horse , MT along Route 2 at sunset !!!	0
10804	Toronto Police Investigating Alt-Right Posters as a Hate Crime ?!	0
5059	Hope to talk to you later .	0
7924	All we have is blacks and a few mestizos and all are pretty well behaved , we keep them that way around here	1
9773	American schools have dumbed-down curricula , courtesy of the `` Progressivist '' model of education .	0
6411	How many of these do I have to show you before you catch on ?	0
10655	I have a lot of albums that were left in the house that I bought from my grandfather 's estate after he passed away .	0
7851	You may want to read more about it .	0
9007	That negro 's place is in Africa , and the teacher did n't send him there .	1
7515	With those who 're sincere and genuine Racial Nationalists that 's usually the best .	0
6637	Or Minnesota ?	0
1941	MEMPHIS, Tenn.	0
10458	Just lay of the crack and ecstasy .	0
5428	To learn more , click here : www.jonasridgeway.com/tech2.html www.spiritual.com.au/astral.html www.astralweb.org www.near-death.com/experiences/cayce01.html www.astralvoyage.com/projection/index.html It would be pretty cool for teachers to tell White kids they go out-of-body every night .	0
4132	Does this fact reflect on her actual essence as a person ( it could ! ) ?	0
9817	A good book to read on this is a Bible Conderence .	0
9542	In one of the restrooms , someone has drawn an arrow on the wall , pointing towards the toilet paper , and written `` CLA degrees : take one . ''	0
4713	I welcome you to SF and hope you make many friends here .	0
7082	It should come as no surprise that the Jews start embracing the degeneracy that they promote ; what goes around comes around .	1
5875	Cut and Shoot , Texas ( TX 77303 ) profile : population , maps , real estate , averages , homes , statistics , relocation , travel , jobs , hospitals , schools , crime , moving , houses , news	0
4729	if the expected war happens we better not put pride in charge of any units where navigating skills are required then .	0
8867	They are pretty nice looking and most important of them all is that they name the Jew .	0
4487	I know much about that event because I was in that crowd that day in 2010 .	0
4430	Romanians and Italians are fighting with one another while the enemy of all Latin people and of all Aryan humanity is laughing up his sleeve .	0
7023	According to their facebook page they 're up and running again , not sure how given the loss of the admin block .	0
1380	A lot of it could be mostly blacks with Hispanics though .	0
2505	Damn you all for making me tag along with you .. !	0
4465	everyone who doesnt speak Romanian and look as in WHITE get out of Romania a move back to your homeland .	1
1347	I can picture him as that baby monkey on the ' save the rainforest comercial or whatever	1
5765	That is persecution .	0
8959	Bach did not introduce new forms but he enriched the prevailing German style with a robust contrapuntal technique , an unrivaled control of harmonic and motivic organization , and the adaptation of rhythms , forms and textures from abroad , particularly from Italy and France .	0
3924	A British school where none of the students have English as their first language ?	0
4060	From what I hear .	0
5716	We need to spread more videos around Haman : WNTube - YouTube the White Nationalist way ...	0
4163	i met my wife at the gun range which i was manager of at the time , a woman who shoots guns and hunts is a keeper for sure ..	0
5104	sorry sisters and brothers but she lie to you she was not what she said she was fake used me and a other brother the same time so watch her ? say safe goldeboy 88	0
918	I find this BBC story impossible to believe : http://news.bbc.co.uk/2/hi/africa/4971848.stm Negroes do n't look for latrines , they do their business wherever they happen to be .	0
3459	If anyone is interested in a meet up please feel free to pm me so we can set something up we are now in Toronto and St Catharines .	0
10712	hello, my name is jason , i am 13 years old and felt like postting. anyone here from or near CT , if u are , send me a message or something .	0
6185	I was wondering if the anti 's have forums like Stormfront , and if so , what are they - feel free to PM me with the details .	0
2917	It appears that once again Ireland has saved Europe and possibly the entire western world .	0
5572	No, lets stay scattered across the earth and try to change every racially unaware white across the earth ...	0
217	Old Tarzan movies , `` Zulu '' , and `` King Kong '' have many such images .	0
8277	It is amazing what they accomplished back then without the distractions and crappy public schools .	0
10304	I too took a year aor so off from s/f several years ago .	0
7905	This link covers Citrus County and you are right , some very cheap lots and , the county , looks to be our kind of placehttp://www.homosassausa.com/	0
9137	Where are all the bones ? actually I have n't seen or read anything on holycost in the msm lately. what 's up ?	0
1439	But unfortunately , Maine 's become the dumping ground for Somalis and other African trash .	1
1023	I apologize for my ignorance .	0
5156	The Wolf	0
3224	I read recently in cold black and white print that there was around 10,000 nigerians in Ireland ... Now you say close to 300,000 ????!	0
8350	Good way to lose weight eat green salads .	0
10762	Don't wander around Kingston at night or you may end up tied to a tree with your genitals in a bowl nearby being pounded into mush for voo-doo spells .	1
4846	I wonder if many blacks or Asians have died in a similar circumstances .	0
7994	Sharpless 249 and the Jellyfish Nebula Image Credit & Copyright : César Blanco González Explanation : Normally faint and elusive , the Jellyfish Nebula is caught in this alluring telescopic mosaic .	0
3437	Whites in Canada need to wake up and start realizing they are slowly losing their rights .	0
5670	hey all of you are not alone in this brothers. there are so many more than you will ever know. i am one of them and i am proud to be very white .	0
9489	That and the sheer size of their land , which made it possible to move their production facilities out of range of German bombers .	0
10807	This is a new version that has not been available before now .	0
219	Dr. Albert Schweitzer 's two-hour documentary from 1958 was shown in movie theaters everywhere .	0
505	It seems to me that nature is taking out the trash .	0
360	- Pigs Resort To Cannibalism On Modise ? s Farm - News in pictures - Howzit MSN News	0
3898	Hi all , never posted in here before but ive been on sf for ages. live near london - but thinking about relocating up north ( i cant imagine why lol )	0
8425	Blessed Samhain and Happy Halloween to all of my Stormfront Brothers and Sisters .	0
2142	The only references that I 've found that appear to contain the information you seek seem to require some form of payment .	0
4374	there was nothing left from the ancient macedonians when the Slavs arrived ... their trace was lost long before the slavic invasions took place	0
2225	Many years ago I heard from a swedish friend lots of maffia-activity comes from the Russians .	0
8781	Finally someone comes out and tells a portion of the truth !	0
8219	And you will have to teach alot of lies to the students .	0
7288	Classical music is amazing but it 's no good for the gym , I have to play some metal for that , a new band I have started listening to called Spellblast fits the bill nicely .	0
2479	------------------------------------------------------- Arnold Rüütel , president of Estonia , says his nation is grateful to Icelanders for having the courage of recognizing Estonia 's independance while other countries kept quiet .	0
5367	My moms in town and I took her on the going to the sun road ..	0
2647	Eldritch and myself went early to the harbour , but all the boats were cancelled on account of rough weather .	0
1171	And then there is the pesticides on your fresh ( ? ) fruit and veggies .	0
5408	23 year old man just went missing while walking down a river about 2 miles from me .	0
155	At all .	0
1617	I 'm glad we were able to get back to NS in the NS thread .	0
937	I 've seen negroes who look ( and undoubtedly act ) like him .	1
4927	Now I will not go near them .	0
8942	`` Would you , would you with a goat ? ''	0
7948	So far , all I 've see is their Facebook page which has news items and the usual Facebook stuff .	0
3029	I 'd prefer to put them in one place before shipping them home .	0
10739	You need some white culture , and a dictionary .	0
4545	This is a picture of my youngest cat ( Cheeto ) hanging out with my oldest dog ( Nebbie ) .	0
4470	Dessert * * * * * * !!	0
6800	I suppose it is okay for everyone else to call me anything they want .	0
9312	It was great reading all your input .	0
7940	Have you ever gave hard knocks better than you got them ?	0
7574	Have you ever seen the `` White Priviledge Checklist '' that these people use ?	0
1135	I just cant stand to listen to negros sing and 30 sec. is all I could handle .	1
7418	Love FireFox the most .	0
5333	Click on the audio player at the link below .	0
1678	The Russian Navy Tall Ship was on display in San Francisco a few years ago .	0
518	I hear that McDonalds is coming to their aid .	0
3800	Although we have slight variances in our position here I want to thank all the posters who have kept this thread civil .	0
2813	This was on the news tonight and I thought WTF Is this some kind of joke , I 'm sick of the West taking in the Worlds garbage	0
2536	i think some of you are a bit wrong on this one since Our Race Is Our Nation when will you learn ?	0
5893	How hard is it for Americans to get to SA ?	0
4257	* Le me searching le webs for info about le ongoing crisis in this thread .	0
135	White Watch	0
2569	More ethnic crime .	0
4480	If this stupid brown savages would stop slaughtering animals or worshipping them ( like they do in India ) , maybe they would n't be starving and so poor .	1
4720	I laugh out loud every time I see it !	0
10720	It makes my flesh crawl when I see white girls having to be felt up as they walk down the hallways by big lipped spear chuckers. : attack	1
5768	Not going to be able to stop for drinks except for the occasional gas station bottled water .	0
3145	Wasn't that when Steve and Bean got their heads cracked opened ?	0
28	They can be downloaded from these sites : www.solargeneral.com www.natvan.com www.ncoal.com	0
593	I guess Mr. Pena forgot about the black speed skater who won the gold and is being glorified on NBC every 5 minutes .	0
6929	Unless you have no conscience .	0
5437	Just Google it and you 'll see what I mean .	0
2587	Hmm... let 's try again , viewing by number of asylum seekers per 1,000 population .	0
1610	According to the 2005 Census Data from HERE : Non-Hispanic Whites = 66.8 % Hispanics = 14.5 % Blacks = 11.9 % Asians = 4.3 % American Indians = 0.7 % Pacific Islander = 0.1 % Other = 0.3 % Multiracial = 1.4 % Total = 100 %	0
6085	16	0
8012	I was escorted from the camp/jail by 2 polish policeman as denying/questioning the hoax-acuast is illegal .	1
4894	welcome to mass. its been awhile since i have ben on but i am from milton , just south of boston. if looking for a friend send me a message .	0
9664	Bump.	0
49	True , you have to have money to leave but it seems like no one is helping ya 'll .	0
2459	We have already taken too much that we do n't need any of those people on our soil .	1
7309	That's why I did n't display it .	0
4611	I 've seen it happen .	0
2347	Let 's hope so !	0
166	I ai n't deaf yet .	0
8275	I think they will figure it out when the ratings start to slide .	0
